Text,POS,Dep,IsSent,parNum,NNRExtracts,Polarity,Sent
There is no such proposal before me at present  although I have heard of possible plans for Marylebone station and the line from there.,ThereEX isVBZ noDT suchJJ proposalNN beforeIN mePRP atIN presentJJ althoughIN IPRP haveVBP heardVBN ofIN possibleJJ plansNNS forIN MaryleboneNNP stationNN andCC theDT lineNN fromIN thereEX ,"root(ROOT-0, is-2) expl(is-2, There-1) neg(proposal-5, no-3) amod(proposal-5, such-4) nsubj(is-2, proposal-5) case(me-7, before-6) nmod:before(proposal-5, me-7) case(present-9, at-8) nmod:at(proposal-5, present-9) punct(is-2, ,-10) mark(heard-14, although-11) nsubj(heard-14, I-12) aux(heard-14, have-13) advcl(is-2, heard-14) case(plans-17, of-15) amod(plans-17, possible-16) nmod:of(heard-14, plans-17) case(station-20, for-18) compound(station-20, Marylebone-19) nmod:for(plans-17, station-20) cc(station-20, and-21) det(line-23, the-22) nmod:for(plans-17, line-23) conj:and(station-20, line-23) case(there-25, from-24) nmod:from(line-23, there-25) punct(is-2, .-26)",0,4,[ ],0,2
There will be great engineering difficulties  especially if the tunnel is too narrow for two buses.,ThereEX willMD beVB greatJJ engineeringNN difficultiesNNS especiallyRB ifIN theDT tunnelNN isVBZ tooRB narrowJJ forIN twoCD busesNNS ,"root(ROOT-0, difficulties-6) expl(difficulties-6, There-1) aux(difficulties-6, will-2) cop(difficulties-6, be-3) amod(difficulties-6, great-4) compound(difficulties-6, engineering-5) punct(difficulties-6, ,-7) advmod(narrow-14, especially-8) mark(narrow-14, if-9) det(tunnel-11, the-10) nsubj(narrow-14, tunnel-11) cop(narrow-14, is-12) advmod(narrow-14, too-13) advcl(difficulties-6, narrow-14) case(buses-17, for-15) nummod(buses-17, two-16) nmod:for(narrow-14, buses-17) punct(difficulties-6, .-18)",0,4,[ ],0,2
We must leave this matter to the railways and the National Bus Company.,WePRP mustMD leaveVB thisDT matterNN toTO theDT railwaysNNS andCC theDT NationalNNP BusNNP CompanyNNP ,"root(ROOT-0, leave-3) nsubj(leave-3, We-1) aux(leave-3, must-2) det(matter-5, this-4) dobj(leave-3, matter-5) case(railways-8, to-6) det(railways-8, the-7) nmod:to(leave-3, railways-8) cc(leave-3, and-9) det(Company-13, the-10) compound(Company-13, National-11) compound(Company-13, Bus-12) conj:and(leave-3, Company-13) punct(leave-3, .-14)",0,4,[ ],0,2
If they wish to put proposals before me  I shall consider them bearing in mind my hon. Friend's point of view.,IfIN theyPRP wishVBP toTO putVB proposalsNNS beforeIN mePRP IPRP shallMD considerVB themPRP bearingVBG inIN mindNN myPRP$ honNN FriendNNP 'sPOS pointNN ofIN viewNN ,"root(ROOT-0, consider-12) mark(wish-3, If-1) nsubj(wish-3, they-2) advcl(consider-12, wish-3) mark(put-5, to-4) xcomp(wish-3, put-5) dobj(put-5, proposals-6) case(me-8, before-7) nmod:before(put-5, me-8) punct(consider-12, ,-9) nsubj(consider-12, I-10) aux(consider-12, shall-11) nsubj(bearing-14, them-13) ccomp(consider-12, bearing-14) case(mind-16, in-15) nmod:in(bearing-14, mind-16) nmod:poss(Friend-19, my-17) compound(Friend-19, hon.-18) nmod:poss(point-21, Friend-19) case(Friend-19, 's-20) dobj(bearing-14, point-21) case(view-23, of-22) nmod:of(point-21, view-23) punct(consider-12, .-24)",0,4,"[point, my, Friend, bearing, view]",0,2
Was the new chairman  Mr. Bob Reid  satisfied with his instructions to cut back the transport grant that he receives from 1988 to 1986?,WasNNP theDT newJJ chairmanNN MrNNP BobNNP ReidNNP satisfiedVBD withIN hisPRP$ instructionsNNS toTO cutVB backRP theDT transportNN grantNN thatIN hePRP receivesVBZ fromIN 1988CD toTO 1986CD ,"root(ROOT-0, chairman-4) cop(chairman-4, Was-1) det(chairman-4, the-2) amod(chairman-4, new-3) punct(chairman-4, ,-5) compound(Reid-8, Mr.-6) compound(Reid-8, Bob-7) appos(chairman-4, Reid-8) punct(chairman-4, ,-9) acl(chairman-4, satisfied-10) case(instructions-13, with-11) nmod:poss(instructions-13, his-12) nmod:with(satisfied-10, instructions-13) mark(cut-15, to-14) acl(instructions-13, cut-15) compound:prt(cut-15, back-16) det(grant-19, the-17) compound(grant-19, transport-18) dobj(cut-15, grant-19) mark(receives-22, that-20) nsubj(receives-22, he-21) ccomp(cut-15, receives-22) case(1988-24, from-23) nmod:from(receives-22, 1988-24) case(1986-26, to-25) nmod:to(receives-22, 1986-26) punct(chairman-4, ?-27)",0,5,"[he, 1986, satisfied, cut, 1988, his, instructions, receives]",0,1
The reduced public service obligation grant was based on plans put forward by British Rail.,TheDT reducedJJ publicJJ serviceNN obligationNN grantNN wasVBD basedVBN onIN plansNNS putVBN forwardRB byIN BritishJJ RailNNP ,"root(ROOT-0, based-8) det(grant-6, The-1) amod(grant-6, reduced-2) amod(grant-6, public-3) compound(grant-6, service-4) compound(grant-6, obligation-5) nsubjpass(based-8, grant-6) auxpass(based-8, was-7) case(plans-10, on-9) nmod:on(based-8, plans-10) acl(plans-10, put-11) advmod(put-11, forward-12) case(Rail-15, by-13) amod(Rail-15, British-14) nmod:by(put-11, Rail-15) punct(based-8, .-16)",0,6,[ ],0,2
I asked BR to accelerate the economies which BR identified that it could make.,IPRP askedVBD BRNNP toTO accelerateVB theDT economiesNNS whichWDT BRNNP identifiedVBD thatIN itPRP couldMD makeVB ,"root(ROOT-0, asked-2) nsubj(asked-2, I-1) dobj(asked-2, BR-3) mark(accelerate-5, to-4) xcomp(asked-2, accelerate-5) det(economies-7, the-6) dobj(accelerate-5, economies-7) dobj(identified-10, which-8) nsubj(identified-10, BR-9) acl:relcl(economies-7, identified-10) mark(make-14, that-11) nsubj(make-14, it-12) aux(make-14, could-13) ccomp(identified-10, make-14) punct(asked-2, .-15)",0,6,[ ],0,2
Those economies do not consist of a reduction in quality  the number of services or in a programme of major route closures.,ThoseDT economiesNNS doVBP notRB consistVB ofIN aDT reductionNN inIN qualityNN theDT numberNN ofIN servicesNNS orCC inIN aDT programmeNN ofIN majorJJ routeNN closuresNNS ,"root(ROOT-0, consist-5) det(economies-2, Those-1) nsubj(consist-5, economies-2) aux(consist-5, do-3) neg(consist-5, not-4) case(reduction-8, of-6) det(reduction-8, a-7) nmod:of(consist-5, reduction-8) case(quality-10, in-9) nmod:in(reduction-8, quality-10) punct(consist-5, ,-11) det(number-13, the-12) root(,-11, number-13) root(,-11, number-13'') conj:or(number-13, number-13'') case(services-15, of-14) nmod:of(number-13, services-15) cc(number-13, or-16) case(programme-19, in-17) det(programme-19, a-18) nmod:in(number-13'', programme-19) case(closures-23, of-20) amod(closures-23, major-21) compound(closures-23, route-22) nmod:of(programme-19, closures-23) punct(number-13, .-24)",0,6,[ ],0,2
They are economies that are to be found from within the railway system.,TheyPRP areVBP economiesNNS thatWDT areVBP toTO beVB foundVBN fromIN withinIN theDT railwayNN systemNN ,"root(ROOT-0, economies-3) nsubj(economies-3, They-1) cop(economies-3, are-2) nsubj(are-5, that-4) acl:relcl(economies-3, are-5) mark(found-8, to-6) auxpass(found-8, be-7) xcomp(are-5, found-8) case(system-13, from-9) case(system-13, within-10) det(system-13, the-11) compound(system-13, railway-12) nmod:within(found-8, system-13) punct(economies-3, .-14)",0,6,[ ],0,2
The present external financing limit which covers investment in the railways was put forward by the railways  and we agreed to it.,TheDT presentJJ externalJJ financingNN limitNN whichWDT coversVBZ investmentNN inIN theDT railwaysNNS wasVBD putVBN forwardRB byIN theDT railwaysNNS andCC wePRP agreedVBD toTO itPRP ,"root(ROOT-0, put-13) det(limit-5, The-1) amod(limit-5, present-2) amod(limit-5, external-3) compound(limit-5, financing-4) nsubjpass(put-13, limit-5) nsubj(covers-7, which-6) acl:relcl(limit-5, covers-7) dobj(covers-7, investment-8) case(railways-11, in-9) det(railways-11, the-10) nmod:in(investment-8, railways-11) auxpass(put-13, was-12) advmod(put-13, forward-14) case(railways-17, by-15) det(railways-17, the-16) nmod:agent(put-13, railways-17) punct(put-13, ,-18) cc(put-13, and-19) nsubj(agreed-21, we-20) conj:and(put-13, agreed-21) case(it-23, to-22) nmod:to(agreed-21, it-23) punct(put-13, .-24)",0,6,[ ],0,2
Does my right hon. Friend intend to discuss with the chairman of British Rail the privatisation of British Rail catering and buffets at stations?,DoesNNP myPRP$ rightJJ honNN FriendNNP intendNN toTO discussVB withIN theDT chairmanNN ofIN BritishNNP RailNNP theDT privatisationNN ofIN BritishJJ RailNNP cateringNN andCC buffetsNNS atIN stationsNNS ,"root(ROOT-0, intend-6) aux(intend-6, Does-1) nmod:poss(Friend-5, my-2) amod(Friend-5, right-3) compound(Friend-5, hon.-4) nsubj(intend-6, Friend-5) mark(discuss-8, to-7) xcomp(intend-6, discuss-8) case(chairman-11, with-9) det(chairman-11, the-10) nmod:with(discuss-8, chairman-11) case(Rail-14, of-12) amod(Rail-14, British-13) nmod:of(chairman-11, Rail-14) det(privatisation-16, the-15) dobj(Rail-14, privatisation-16) case(catering-20, of-17) amod(catering-20, British-18) compound(catering-20, Rail-19) nmod:of(privatisation-16, catering-20) cc(catering-20, and-21) nmod:of(privatisation-16, buffets-22) conj:and(catering-20, buffets-22) case(stations-24, at-23) nmod:at(privatisation-16, stations-24) punct(intend-6, ?-25)",0,7,[ ],0,2
Is he likely to question him about whether it is true that British Rail has been unable to find any private company prepared to tender for those services?,IsVBZ hePRP likelyRB toTO questionVB himPRP aboutIN whetherIN itPRP isVBZ trueJJ thatIN BritishJJ RailNNP hasVBZ beenVBN unableJJ toTO findVB anyDT privateJJ companyNN preparedVBD toTO tenderVB forIN thoseDT servicesNNS ,"root(ROOT-0, question-5) aux(question-5, Is-1) nsubj(question-5, he-2) advmod(question-5, likely-3) mark(question-5, to-4) dobj(question-5, him-6) mark(true-11, about-7) mark(true-11, whether-8) nsubj(true-11, it-9) cop(true-11, is-10) advcl(question-5, true-11) mark(unable-17, that-12) amod(Rail-14, British-13) nsubj(unable-17, Rail-14) aux(unable-17, has-15) cop(unable-17, been-16) ccomp(true-11, unable-17) mark(find-19, to-18) xcomp(unable-17, find-19) det(company-22, any-20) amod(company-22, private-21) nsubj(prepared-23, company-22) ccomp(find-19, prepared-23) mark(tender-25, to-24) xcomp(prepared-23, tender-25) case(services-28, for-26) det(services-28, those-27) nmod:for(tender-25, services-28) punct(question-5, ?-29)",0,7,[ ],0,2
I have discussed this matter with the chairman  and my hon. Friend the Under Secretary is continuing to pursue it.,IPRP haveVBP discussedVBN thisDT matterNN withIN theDT chairmanNN andCC myPRP$ honNN FriendIN theDT UnderIN SecretaryNNP isVBZ continuingVBG toTO pursueVB itPRP ,"root(ROOT-0, discussed-3) nsubj(discussed-3, I-1) aux(discussed-3, have-2) det(matter-5, this-4) dobj(discussed-3, matter-5) case(chairman-8, with-6) det(chairman-8, the-7) nmod:with(matter-5, chairman-8) punct(discussed-3, ,-9) cc(discussed-3, and-10) nmod:poss(Friend-13, my-11) compound(Friend-13, hon.-12) conj:and(discussed-3, Friend-13) nsubj(continuing-18, the-14) case(Secretary-16, Under-15) nmod:under(the-14, Secretary-16) aux(continuing-18, is-17) acl:relcl(Friend-13, continuing-18) mark(pursue-20, to-19) xcomp(continuing-18, pursue-20) dobj(pursue-20, it-21) punct(discussed-3, .-22)",0,8,"[Friend, and, matter, my, pursue, Secretary, I, continuing, ROOT, the, discussed]",0,2
Station catering and catering on trains are separate issues  but we should have criteria for assessing the cheapest and best way to provide that catering and to allow those who can do so to provide the service.,StationNN cateringNN andCC cateringVBG onIN trainsNNS areVBP separateJJ issuesNNS butCC wePRP shouldMD haveVB criteriaNNS forIN assessingVBG theDT cheapestJJS andCC bestJJS wayNN toTO provideVB thatIN cateringNN andCC toTO allowVB thoseDT whoWP canMD doVB soRB toTO provideVB theDT serviceNN ,"root(ROOT-0, issues-9) compound(catering-2, Station-1) nsubj(issues-9, catering-2) cc(catering-2, and-3) conj:and(catering-2, catering-4) nsubj(issues-9, catering-4) case(trains-6, on-5) nmod:on(catering-2, trains-6) cop(issues-9, are-7) amod(issues-9, separate-8) punct(issues-9, ,-10) cc(issues-9, but-11) nsubj(have-14, we-12) aux(have-14, should-13) conj:but(issues-9, have-14) dobj(have-14, criteria-15) mark(assessing-17, for-16) acl(criteria-15, assessing-17) det(way-22, the-18) amod(way-22, cheapest-19) cc(cheapest-19, and-20) conj:and(cheapest-19, best-21) amod(way-22, best-21) dobj(assessing-17, way-22) mark(provide-24, to-23) acl(way-22, provide-24) dobj(provide-24, that-25) compound(those-30, catering-26) cc(catering-26, and-27) mark(allow-29, to-28) conj:and(catering-26, allow-29) compound(those-30, allow-29) dep(that-25, those-30) nsubj(do-33, who-31) aux(do-33, can-32) acl:relcl(those-30, do-33) advmod(provide-36, so-34) mark(provide-36, to-35) xcomp(do-33, provide-36) det(service-38, the-37) dobj(provide-36, service-38) punct(issues-9, .-39)",0,8,[ ],0,2
My hon. Friend is pursuing those matters with the railways.,MyPRP$ honNN FriendNNP isVBZ pursuingVBG thoseDT mattersNNS withIN theDT railwaysNNS ,"root(ROOT-0, pursuing-5) nmod:poss(Friend-3, My-1) compound(Friend-3, hon.-2) nsubj(pursuing-5, Friend-3) aux(pursuing-5, is-4) det(matters-7, those-6) dobj(pursuing-5, matters-7) case(railways-10, with-8) det(railways-10, the-9) nmod:with(matters-7, railways-10) punct(pursuing-5, .-11)",0,8,"[My, ROOT, matters, Friend, pursuing]",0,1
I believe that it is not a matter of privatising the service  but it may be a matter of contracting out.,IPRP believeVBP thatIN itPRP isVBZ notRB aDT matterNN ofIN privatisingVBG theDT serviceNN butCC itPRP mayMD beVB aDT matterNN ofIN contractingVBG outRP ,"root(ROOT-0, believe-2) nsubj(believe-2, I-1) mark(matter-8, that-3) nsubj(matter-8, it-4) cop(matter-8, is-5) neg(matter-8, not-6) det(matter-8, a-7) ccomp(believe-2, matter-8) mark(privatising-10, of-9) acl(matter-8, privatising-10) det(service-12, the-11) dobj(privatising-10, service-12) punct(believe-2, ,-13) cc(believe-2, but-14) nsubj(matter-19, it-15) aux(matter-19, may-16) cop(matter-19, be-17) det(matter-19, a-18) conj:but(believe-2, matter-19) mark(contracting-21, of-20) advcl(matter-19, contracting-21) compound:prt(contracting-21, out-22) punct(believe-2, .-23)",0,8,[ ],0,2
On the subject of cuts in British Rail  will the Secretary of State assure the House that he has more faith in public consultation than in assassination by rumour and administration by leak?,OnIN theDT subjectNN ofIN cutsNNS inIN BritishJJ RailNNP willMD theDT SecretaryNNP ofIN StateNNP assureVBD theDT HouseNNP thatIN hePRP hasVBZ moreJJR faithNNS inIN publicJJ consultationNN thanIN inIN assassinationNN byIN rumourNN andCC administrationNN byIN leakNN ,"root(ROOT-0, assure-15) case(subject-3, On-1) det(subject-3, the-2) nmod:on(assure-15, subject-3) case(cuts-5, of-4) nmod:of(subject-3, cuts-5) case(Rail-8, in-6) amod(Rail-8, British-7) nmod:in(cuts-5, Rail-8) punct(assure-15, ,-9) aux(assure-15, will-10) det(Secretary-12, the-11) nsubj(assure-15, Secretary-12) case(State-14, of-13) nmod:of(Secretary-12, State-14) det(House-17, the-16) dobj(assure-15, House-17) mark(has-20, that-18) nsubj(has-20, he-19) ccomp(House-17, has-20) amod(faith-22, more-21) dobj(has-20, faith-22) case(consultation-25, in-23) amod(consultation-25, public-24) nmod:in(faith-22, consultation-25) case(assassination-28, than-26) case(assassination-28, in-27) acl:in(faith-22, assassination-28) case(rumour-30, by-29) nmod:by(assassination-28, rumour-30) cc(rumour-30, and-31) nmod:by(assassination-28, administration-32) conj:and(rumour-30, administration-32) case(leak-34, by-33) nmod:by(has-20, leak-34) punct(assure-15, ?-35)",0,9,"[assure, House, has, faith, Secretary, State, he, leak, subject, ROOT]",0,2
I understand not the hon. Gentleman's question.,IPRP understandVBP notRB theDT honNN GentlemanNNP 'sPOS questionNN ,"root(ROOT-0, understand-2) nsubj(understand-2, I-1) neg(question-8, not-3) det(Gentleman-6, the-4) compound(Gentleman-6, hon.-5) nmod:poss(question-8, Gentleman-6) case(Gentleman-6, 's-7) dobj(understand-2, question-8) punct(understand-2, .-9)",0,10,"[question, not, Gentleman, understand]",0,2
Perhaps he was not consulted about the electrification of the line through Ely to Cambridge.,PerhapsRB hePRP wasVBD notRB consultedVBN aboutIN theDT electrificationNN ofIN theDT lineNN throughIN ElyNNP toTO CambridgeVB ,"root(ROOT-0, consulted-5) advmod(consulted-5, Perhaps-1) nsubjpass(consulted-5, he-2) auxpass(consulted-5, was-3) neg(consulted-5, not-4) case(electrification-8, about-6) det(electrification-8, the-7) nmod:about(consulted-5, electrification-8) case(line-11, of-9) det(line-11, the-10) nmod:of(electrification-8, line-11) case(Ely-13, through-12) nmod:through(consulted-5, Ely-13) case(Cambridge-15, to-14) nmod:to(Ely-13, Cambridge-15) punct(consulted-5, .-16)",0,10,"[Perhaps, not, Ely, he, electrification, consulted, ROOT]",0,2
Because of BR's problems under successive Governments in financing its investments  will 5 my right hon. Friend urge BR to respond positively to any proposals to privatise commuter or other passenger services?,BecauseIN ofIN BRNNP 'sPOS problemsNNS underIN successiveJJ GovernmentsNNS inIN financingVBG itsPRP$ investmentsNNS willMD 5CD myPRP$ rightJJ honNN FriendNNP urgeNN BRNNP toTO respondVB positivelyRB toTO anyDT proposalsNNS toTO privatiseVB commuterNN orCC otherJJ passengerNN servicesNNS ,"root(ROOT-0, problems-5) case(problems-5, Because-1) mwe(Because-1, of-2) nmod:poss(problems-5, BR-3) case(BR-3, 's-4) case(Governments-8, under-6) amod(Governments-8, successive-7) nmod:under(problems-5, Governments-8) mark(financing-10, in-9) acl(problems-5, financing-10) nmod:poss(investments-12, its-11) dobj(financing-10, investments-12) punct(problems-5, ,-13) root(,-13, will-14) nsubj(will-14, 5-15) dep(5-15, my-16) amod(my-16, right-17) dep(right-17, hon.-18) dep(hon.-18, Friend-19) dep(Friend-19, urge-20) dobj(urge-20, BR-21) mark(respond-23, to-22) acl(urge-20, respond-23) advmod(respond-23, positively-24) case(proposals-27, to-25) det(proposals-27, any-26) nmod:to(respond-23, proposals-27) mark(privatise-29, to-28) acl(proposals-27, privatise-29) dobj(privatise-29, commuter-30) cc(commuter-30, or-31) amod(services-34, other-32) compound(services-34, passenger-33) dobj(privatise-29, services-34) conj:or(commuter-30, services-34) punct(will-14, ?-35)",0,11,"[right, respond, BR, Friend, urge, hon.]",0,2
I hope that Sealink will be privatised soon  which will provide additional resources for investment.,IPRP hopeVBP thatIN SealinkNNP willMD beVB privatisedVBN soonRB whichWDT willMD provideVB additionalJJ resourcesNNS forIN investmentNN ,"root(ROOT-0, hope-2) nsubj(hope-2, I-1) mark(privatised-7, that-3) nsubjpass(privatised-7, Sealink-4) aux(privatised-7, will-5) auxpass(privatised-7, be-6) ccomp(hope-2, privatised-7) advmod(privatised-7, soon-8) punct(privatised-7, ,-9) nsubj(provide-12, which-10) aux(provide-12, will-11) dep(privatised-7, provide-12) amod(resources-14, additional-13) dobj(provide-12, resources-14) case(investment-16, for-15) nmod:for(resources-14, investment-16) punct(hope-2, .-17)",0,12,[ ],0,2
I stress that the external financing limit is in no sense likely to prevent investment this year Â indeed  it is rather more likely that BR will not be able to produce sufficient projects for investment to bring it to its limit.,IPRP stressVBP thatIN theDT externalJJ financingNN limitNN isVBZ inIN noDT senseNN likelyRB toTO preventVB investmentNN thisDT yearNN ÂRB indeedRB itPRP isVBZ ratherRB moreRBR likelyJJ thatIN BRNNP willMD notRB beVB ableJJ toTO produceVB sufficientJJ projectsNNS forIN investmentNN toTO bringVB itPRP toTO itsPRP$ limitNN ,"root(ROOT-0, stress-2) nsubj(stress-2, I-1) mark(sense-11, that-3) det(limit-7, the-4) amod(limit-7, external-5) compound(limit-7, financing-6) nsubj(sense-11, limit-7) cop(sense-11, is-8) case(sense-11, in-9) neg(sense-11, no-10) ccomp(stress-2, sense-11) amod(sense-11, likely-12) mark(prevent-14, to-13) xcomp(likely-12, prevent-14) dobj(prevent-14, investment-15) det($-18, this-16) amod($-18, yearÃƒÂ¢-17) dobj(investment-15, $-18) punct($-18, ''-19) advmod(investment-15, indeed-20) punct(stress-2, ,-21) nsubj(likely-26, it-22) cop(likely-26, is-23) advmod(likely-26, rather-24) advmod(likely-26, more-25) parataxis(stress-2, likely-26) mark(able-32, that-27) nsubj(able-32, BR-28) aux(able-32, will-29) neg(able-32, not-30) cop(able-32, be-31) ccomp(likely-26, able-32) mark(produce-34, to-33) xcomp(able-32, produce-34) amod(projects-36, sufficient-35) dobj(produce-34, projects-36) case(investment-38, for-37) nmod:for(projects-36, investment-38) mark(bring-40, to-39) advcl(produce-34, bring-40) dobj(bring-40, it-41) case(limit-44, to-42) nmod:poss(limit-44, its-43) nmod:to(bring-40, limit-44) punct(stress-2, .-45)",0,12,[ ],0,2
As the excuse given for the abandonment of the stripping of asbestos from diesel multiple units is that the new build can go ahead  will the right hon. Gentleman guarantee that he will make money available to ensure that the programme is carried out Âespecially in the light of the Under Secretary's undertaking to me during the last Question Time on transport affairs that there was nothing to stop the programme from going ahead on time?,AsIN theDT excuseNN givenVBN forIN theDT abandonmentNN ofIN theDT strippingNN ofIN asbestosNN fromIN dieselJJ multipleJJ unitsNNS isVBZ thatIN theDT newJJ buildNN canMD goVB aheadRB willMD theDT rightJJ honNN GentlemanNNP guaranteeNN thatIN hePRP willMD makeVB moneyNN availableJJ toTO ensureVB thatIN theDT programmeNN isVBZ carriedVBN outRP ÂespeciallyRB inIN theDT lightNN ofIN theDT UnderIN SecretaryNNP 'sPOS undertakingNN toTO mePRP duringIN theDT lastJJ QuestionNN TimeNNP onIN transportNN affairsNNS thatIN thereEX wasVBD nothingNN toTO stopVB theDT programmeNN fromIN goingVBG aheadRB onIN timeNN ,"root(ROOT-0, is-17) case(excuse-3, As-1) det(excuse-3, the-2) nmod:as(is-17, excuse-3) case(abandonment-7, given-4) case(abandonment-7, for-5) det(abandonment-7, the-6) acl:for(excuse-3, abandonment-7) case(stripping-10, of-8) det(stripping-10, the-9) nmod:of(abandonment-7, stripping-10) case(asbestos-12, of-11) nmod:of(stripping-10, asbestos-12) case(units-16, from-13) compound(units-16, diesel-14) amod(units-16, multiple-15) nmod:from(stripping-10, units-16) mark(go-23, that-18) det(build-21, the-19) amod(build-21, new-20) nsubj(go-23, build-21) aux(go-23, can-22) ccomp(is-17, go-23) advmod(go-23, ahead-24) punct(is-17, ,-25) aux(guarantee-31, will-26) det(guarantee-31, the-27) amod(guarantee-31, right-28) compound(guarantee-31, hon.-29) compound(guarantee-31, Gentleman-30) dep(is-17, guarantee-31) mark(make-35, that-32) nsubj(make-35, he-33) aux(make-35, will-34) ccomp(guarantee-31, make-35) nsubj(available-37, money-36) xcomp(make-35, available-37) mark(ensure-39, to-38) xcomp(available-37, ensure-39) mark(carried-44, that-40) det(programme-42, the-41) nsubjpass(carried-44, programme-42) auxpass(carried-44, is-43) ccomp(ensure-39, carried-44) amod($-46, outÃƒÂ¢-45) dobj(carried-44, $-46) punct($-46, ''-47) advmod(light-51, especially-48) case(light-51, in-49) det(light-51, the-50) nmod:in(carried-44, light-51) case(undertaking-57, of-52) det(undertaking-57, the-53) case(undertaking-57, Under-54) nmod:poss(undertaking-57, Secretary-55) case(Secretary-55, 's-56) nmod:under(light-51, undertaking-57) case(me-59, to-58) nmod:to(undertaking-57, me-59) case(Time-64, during-60) det(Time-64, the-61) amod(Time-64, last-62) compound(Time-64, Question-63) nmod:during(carried-44, Time-64) case(affairs-67, on-65) compound(affairs-67, transport-66) nmod:on(Time-64, affairs-67) mark(was-70, that-68) expl(was-70, there-69) ccomp(Time-64, was-70) nsubj(was-70, nothing-71) mark(stop-73, to-72) acl(nothing-71, stop-73) det(programme-75, the-74) dobj(stop-73, programme-75) mark(going-77, from-76) advcl(stop-73, going-77) advmod(going-77, ahead-78) case(time-80, on-79) nmod:on(going-77, time-80) punct(is-17, ?-81)",0,13,"[make, he, me, undertaking, guarantee, available, Secretary, light, is, right]",0,2
The hon. Lady may not have heard my hon. Friend the Under Secretary say two minutes ago that we had agreed to the building of 150 lightweight diesel multiple units.,TheDT honNN LadyNNP mayMD notRB haveVB heardVBN myPRP$ honNN FriendIN theDT UnderIN SecretaryNNP sayVBP twoCD minutesNNS agoIN thatIN wePRP hadVBD agreedVBN toTO theDT buildingNN ofIN 150CD lightweightJJ dieselNN multipleJJ unitsNNS ,"root(ROOT-0, heard-7) det(Lady-3, The-1) compound(Lady-3, hon.-2) nsubjpass(heard-7, Lady-3) aux(heard-7, may-4) neg(heard-7, not-5) aux(heard-7, have-6) nmod:poss(Friend-10, my-8) compound(Friend-10, hon.-9) dobj(heard-7, Friend-10) nsubj(say-14, the-11) case(Secretary-13, Under-12) nmod:under(the-11, Secretary-13) acl:relcl(Friend-10, say-14) nummod(minutes-16, two-15) nmod:npmod(ago-17, minutes-16) advmod(say-14, ago-17) mark(agreed-21, that-18) nsubj(agreed-21, we-19) aux(agreed-21, had-20) ccomp(Friend-10, agreed-21) case(building-24, to-22) det(building-24, the-23) nmod:to(agreed-21, building-24) case(units-30, of-25) nummod(units-30, 150-26) amod(units-30, lightweight-27) compound(units-30, diesel-28) amod(units-30, multiple-29) nmod:of(building-24, units-30) punct(heard-7, .-31)",0,14,"[agreed, not, ago, Secretary, Friend, heard, the, ROOT, building, my, Lady, say, we]",0,2
That is evidence that we are allowing the replacement programme to go ahead  subject to the detailed checking of each application.,ThatDT isVBZ evidenceNN thatIN wePRP areVBP allowingVBG theDT replacementNN programmeNN toTO goVB aheadRB subjectJJ toTO theDT detailedJJ checkingNN ofIN eachDT applicationNN ,"root(ROOT-0, evidence-3) nsubj(evidence-3, That-1) cop(evidence-3, is-2) mark(allowing-7, that-4) nsubj(allowing-7, we-5) aux(allowing-7, are-6) ccomp(evidence-3, allowing-7) det(programme-10, the-8) compound(programme-10, replacement-9) dobj(allowing-7, programme-10) mark(go-12, to-11) xcomp(allowing-7, go-12) advmod(go-12, ahead-13) punct(evidence-3, ,-14) amod(evidence-3, subject-15) case(checking-19, to-16) det(checking-19, the-17) amod(checking-19, detailed-18) nmod:to(subject-15, checking-19) case(application-22, of-20) det(application-22, each-21) nmod:of(checking-19, application-22) punct(evidence-3, .-23)",0,14,[ ],0,2
